,Client_Income,House_Own,Credit_Amount,Client_Marital_Status,Client_Gender,Age_Days,Employed_Days,Client_Family_Members
6337,14461,1,70000,M,Female,10220,1451,1
6338,15012,0,5000,M,Male,16790,2509,2
6339,21226,1,80000,M,Female,15330,7767,1
6340,5083,1,30000,M,Female,7665,194,1
6341,8230,0,30000,D,Male,7665,554,3
6342,15461,1,60000,M,Male,17885,5498,1
6343,4257,1,40000,S,Male,10950,1631,0
6344,31735,0,90000,M,Male,13870,4512,0
6345,19747,0,40000,M,Male,13140,5967,6
6346,37828,0,50000,M,Female,8395,596,0
6347,9448,1,30000,S,Male,14965,571,1
6348,14239,1,100000,M,Male,17520,9843,0
6349,5232,1,5000,S,Male,11680,3405,2
6350,14985,1,20000,M,Female,14235,4994,2
6351,53722,1,30000,S,Male,6570,0,3
6352,11888,1,50000,S,Male,20440,11307,0
6353,15169,1,90000,M,Male,18615,578,1
6354,15629,1,5000,M,Female,6570,0,3
6355,30311,1,40000,M,Female,10220,2091,4
6356,5586,1,50000,M,Female,22995,10499,0
6357,8730,0,80000,D,Male,6570,0,0
6358,4534,0,5000,S,Male,17155,2211,0
6359,19009,0,80000,M,Male,12045,3203,3
6360,8539,1,5000,M,Male,16425,196,4
6361,13534,0,40000,M,Male,22265,12881,1
6362,8211,1,50000,M,Male,18980,9767,0
6363,9719,0,60000,S,Female,7665,259,1
6364,16009,1,70000,S,Female,9125,1555,2
6365,4638,1,5000,M,Female,18980,11292,0
6366,16670,0,40000,S,Female,16790,3876,0
6367,10345,1,20000,S,Male,21535,3797,0
6368,11838,0,90000,M,Female,9855,4,4
6369,5370,1,40000,M,Male,13505,5027,1
6370,3964,1,60000,M,Female,17155,7965,1
6371,8969,0,70000,W,Female,22265,4341,1
6372,15596,1,80000,S,Female,19345,3535,3
6373,19929,1,5000,M,Female,13870,2317,0
6374,9009,1,20000,D,Female,21535,7825,0
6375,15813,1,10000,M,Female,9855,3235,1
6376,6681,1,50000,M,Female,14965,7070,1
6377,9088,0,90000,M,Male,8030,1376,1
6378,8957,1,60000,M,Female,15695,4899,1
6379,13752,1,80000,M,Male,13870,2487,3
6380,16242,0,100000,S,Female,6570,0,4
6381,8007,1,100000,W,Male,9490,203,3
6382,14150,1,90000,M,Female,13870,4239,1
6383,29923,1,40000,M,Male,14235,7291,0
6384,3604,0,5000,S,Male,8030,1047,0
6385,12419,1,30000,M,Female,15695,3462,1
6386,16250,0,100000,M,Male,8395,671,0
6387,33647,0,10000,S,Female,15330,5688,2
6388,16640,0,80000,S,Female,13870,2431,0
6389,12157,1,30000,S,Female,17520,5768,1
6390,7794,0,100000,S,Male,6570,0,0
6391,15886,1,100000,W,Female,11315,341,2
6392,18474,1,50000,M,Female,14235,4216,3
6393,6676,0,5000,D,Male,19345,5998,0
6394,11532,0,80000,M,Male,8030,1134,1
6395,9354,1,100000,D,Male,9855,2013,3
6396,14362,1,40000,D,Female,10220,1341,0
6397,9730,0,50000,M,Male,13140,2382,0
6398,6948,1,5000,S,Male,19345,12217,0
6399,9933,1,90000,M,Female,22995,9219,0
6400,17814,1,10000,M,Female,20075,4980,0
6401,13886,0,60000,M,Male,8030,1096,1
6402,19440,1,50000,M,Male,12775,1700,2
6403,8849,1,100000,S,Female,17155,6323,1
6404,34486,0,30000,D,Female,7300,56,4
6405,8044,0,70000,M,Male,7665,417,0
6406,9993,1,20000,S,Male,6570,0,4
6407,9582,1,10000,M,Female,15695,3987,1
6408,17325,1,70000,S,Female,15695,1302,1
6409,8542,1,5000,M,Male,9125,112,1
6410,11379,1,10000,D,Female,13140,2638,1
6411,12329,1,50000,M,Female,12775,2234,1
6412,16520,1,20000,S,Female,19345,2194,5
6413,17106,1,70000,W,Female,14600,3027,2
6414,17159,1,20000,M,Female,21900,406,2
6415,10014,1,100000,S,Male,11315,2514,0
6416,19028,1,80000,M,Male,8030,1082,1
6417,10919,1,70000,S,Female,11680,3275,1
6418,8308,1,90000,M,Male,20805,1054,3
6419,8300,1,50000,S,Male,6570,0,0
6420,13127,1,70000,M,Female,9490,7,1
6421,25629,1,30000,M,Female,20440,9865,1
6422,13169,0,5000,M,Male,14235,5786,4
6423,18318,1,100000,M,Male,8395,1187,4
6424,4568,0,80000,D,Female,16425,7659,4
6425,11369,1,5000,S,Female,20075,11526,0
6426,10552,1,90000,M,Female,12775,1790,0
6427,22474,0,10000,M,Male,9490,1921,0
6428,21062,1,70000,S,Male,9855,2948,0
6429,11183,0,70000,M,Male,17520,1928,3
6430,12798,1,20000,S,Male,17520,4185,3
6431,3179,0,70000,S,Female,14600,2960,1
6432,7163,0,80000,M,Female,12775,4369,1
6433,16250,1,90000,M,Female,14965,3712,0
6434,10058,1,100000,M,Female,7300,207,1
6435,22520,1,50000,M,Female,10220,1997,0
6436,5465,1,5000,S,Female,13140,615,0
6437,8923,0,100000,M,Male,12045,5244,1
6438,24728,1,50000,M,Female,8030,1411,1
6439,6647,1,80000,M,Male,19345,2731,0
6440,22735,1,90000,M,Male,10950,3537,1
6441,6924,1,10000,S,Male,17520,4,2
6442,9638,0,20000,S,Male,17885,4180,1
6443,11435,0,90000,M,Female,18980,10552,3
6444,7843,1,60000,S,Female,15695,7997,3
6445,12060,1,10000,S,Female,16790,2961,2
6446,14573,0,50000,M,Female,12775,2286,2
6447,13247,0,100000,S,Female,9490,659,1
6448,16881,0,90000,S,Female,13870,6430,3
6449,11888,1,60000,M,Male,21900,8646,6
6450,9042,0,40000,S,Female,10950,1414,3
6451,14941,0,10000,M,Female,19345,3188,0
6452,10097,1,70000,S,Female,21170,5898,0
6453,13175,0,20000,S,Female,8395,592,1
6454,4593,1,20000,S,Male,16790,8702,1
6455,8942,1,50000,M,Male,9490,342,0
6456,14396,1,10000,M,Male,14600,6321,2
6457,18296,0,50000,M,Male,9125,452,3
6458,11778,1,70000,M,Male,15695,4519,2
6459,21529,1,5000,S,Female,8395,263,3
6460,7818,0,40000,W,Male,16790,10209,2
6461,11853,1,100000,M,Male,7665,557,0
6462,12621,0,80000,M,Female,18615,7830,2
6463,23390,1,30000,M,Female,14965,3407,1
6464,3760,0,90000,S,Male,13870,721,0
6465,7761,1,60000,D,Male,14600,5285,4
6466,6224,0,60000,S,Male,13140,2165,0
6467,17709,0,40000,M,Male,13870,1,0
6468,7959,1,70000,S,Male,22995,3767,2
6469,3604,1,20000,D,Male,14965,7807,1
6470,12285,0,5000,W,Male,20805,6211,1
6471,9281,1,40000,S,Female,7665,185,1
6472,9489,1,40000,M,Male,14600,5438,2
6473,10868,0,100000,M,Male,8395,527,1
6474,7558,1,60000,M,Female,13870,1127,1
6475,11640,1,20000,M,Male,20805,7948,3
6476,22359,1,80000,W,Female,9490,796,1
6477,8518,1,40000,M,Female,13140,1580,1
6478,10967,1,20000,M,Female,10220,3454,1
6479,9271,0,90000,M,Female,17885,4789,0
6480,24988,0,20000,S,Female,18980,4695,2
6481,26835,0,20000,M,Female,21535,4311,5
6482,7452,0,10000,S,Female,14965,5607,2
6483,13484,1,20000,S,Female,9125,582,4
6484,18885,1,60000,M,Female,17520,5352,0
6485,15375,0,5000,D,Male,15695,6028,1
6486,7320,1,10000,S,Male,14965,3741,1
6487,10793,1,60000,W,Female,20075,7831,0
6488,28169,1,90000,M,Female,16425,1915,3
6489,20359,0,20000,M,Female,19345,2789,2
6490,6319,1,100000,M,Female,8030,876,0
6491,17188,1,100000,M,Female,20075,3714,1
6492,7715,0,20000,M,Female,22265,12082,3
6493,12924,1,80000,S,Female,17885,3429,3
6494,16374,1,60000,M,Female,12775,3262,1
6495,9732,0,40000,M,Male,9490,1901,2
6496,10494,1,70000,M,Male,9490,867,1
6497,19873,0,30000,M,Female,14600,2694,1
6498,20038,1,80000,M,Female,12045,1801,3
6499,19133,1,10000,S,Male,21170,10008,1
6500,7915,0,90000,S,Female,17885,5325,2
6501,9542,1,50000,M,Female,16425,4978,2
6502,12088,0,10000,S,Female,9490,1451,2
6503,6405,1,60000,W,Male,11680,683,1
6504,15379,0,80000,D,Male,6935,137,5
6505,9821,0,40000,S,Female,15695,2293,1
6506,15451,1,20000,S,Male,22265,290,1
6507,6758,1,20000,M,Male,9490,65,2
6508,17486,1,10000,S,Male,12045,2969,0
6509,13453,1,100000,M,Female,10950,206,0
6510,10019,1,50000,S,Female,18250,2557,0
6511,10553,1,50000,D,Female,19345,1462,3
6512,7948,0,70000,S,Male,13140,3090,0
6513,4471,1,30000,M,Male,22265,15562,2
6514,16830,1,90000,M,Male,18980,9541,3
6515,13596,0,90000,M,Female,7300,161,2
6516,13419,0,100000,D,Male,6935,99,0
6517,14919,0,5000,M,Female,6570,0,1
6518,8315,1,80000,S,Male,11680,3996,1
6519,12356,1,60000,M,Male,21535,656,0
6520,7292,0,5000,S,Male,17885,8285,0
6521,15024,0,20000,S,Male,6570,0,1
6522,9698,1,20000,M,Female,11680,4270,1
6523,6486,0,40000,S,Female,17155,1651,1
6524,5475,0,20000,M,Male,18250,3060,3
6525,7097,0,70000,S,Female,14600,6993,1
6526,4048,1,20000,M,Female,11680,651,1
6527,9141,1,40000,M,Female,18980,10279,1
6528,7984,1,90000,S,Male,11315,1835,0
6529,25156,0,60000,S,Female,9855,2479,0
6530,19169,1,10000,S,Female,7300,281,1
6531,13387,0,40000,M,Female,15330,5840,2
6532,14865,0,90000,M,Male,12775,869,0
6533,17763,0,80000,S,Female,6935,3,0
6534,11215,0,70000,S,Male,16425,3662,1
6535,15507,0,10000,M,Male,18615,4696,1
6536,16648,1,100000,S,Male,12045,4900,2
6537,8126,1,60000,M,Female,11680,4622,1
6538,11011,1,70000,M,Female,8395,1698,3
6539,9488,0,40000,S,Male,13140,68,4
6540,25113,0,10000,M,Female,13505,244,0
6541,20735,1,5000,S,Male,7300,227,0
6542,19618,1,50000,D,Female,14965,1325,1
6543,9765,1,20000,M,Male,7300,3,0
6544,26289,0,5000,M,Male,20075,5550,2
6545,23098,1,10000,S,Male,21900,798,2
6546,11194,1,30000,M,Female,6935,298,0
6547,13300,1,70000,S,Male,18250,9571,1
6548,7799,0,70000,S,Male,18615,1449,1
6549,15536,1,60000,M,Female,18250,3611,1
6550,9813,1,90000,S,Male,9490,123,1
6551,11535,1,20000,S,Male,16790,1717,0
6552,10268,0,50000,M,Male,8030,1365,3
6553,29766,0,100000,S,Female,12045,3819,1
6554,4021,0,50000,M,Male,21900,5215,0
6555,7694,0,30000,M,Male,22265,13943,0
6556,17141,1,70000,S,Male,10220,3281,3
6557,16986,1,10000,S,Female,7300,367,0
6558,6573,1,100000,S,Male,21535,3843,1
6559,24362,1,60000,D,Male,20075,6363,3
6560,6999,1,5000,S,Male,15695,5247,1
6561,22922,1,30000,M,Male,7665,903,2
6562,9895,1,90000,M,Female,17885,11270,0
6563,5620,1,60000,M,Female,8395,1242,1
6564,7231,1,50000,S,Male,7665,378,0
6565,22448,0,90000,S,Female,13505,2926,1
6566,27341,1,30000,M,Female,18980,5763,1
6567,10197,1,5000,S,Female,15695,4777,0
6568,17469,1,20000,D,Male,11315,2682,0
6569,11609,1,10000,M,Female,8395,1240,3
6570,20037,1,90000,M,Female,10220,2883,1
6571,14112,1,100000,D,Female,18980,5166,2
6572,16574,1,40000,S,Female,14235,6416,2
6573,22355,0,70000,D,Female,19345,9056,1
6574,9931,0,50000,W,Male,15695,3074,2
6575,11973,0,20000,M,Female,7300,403,0
6576,15778,1,90000,S,Male,17155,8780,0
6577,6775,0,90000,D,Female,6935,249,2
6578,6511,1,70000,M,Female,16790,3427,1
6579,7701,0,100000,W,Female,20440,13544,1
6580,10590,1,40000,D,Male,21535,5143,1
6581,11109,1,10000,S,Female,9490,2831,1
6582,8427,0,30000,S,Male,7300,337,3
6583,13499,1,70000,S,Male,12775,870,4
6584,3178,0,50000,D,Male,10950,383,3
6585,8760,0,40000,S,Female,19345,2751,4
6586,8341,1,70000,S,Female,21535,13012,2
6587,8680,0,10000,S,Female,13140,1233,0
6588,6873,1,60000,M,Male,14965,2736,3
6589,7519,1,5000,M,Male,21535,12691,1
6590,4993,0,70000,D,Female,10950,2256,1
6591,11155,1,90000,M,Male,16790,9895,1
6592,15836,1,5000,D,Female,22630,11314,0
6593,11168,1,80000,D,Female,10950,528,0
6594,15082,1,70000,M,Male,13505,3622,3
6595,6156,1,40000,S,Female,6570,0,2
6596,16974,0,40000,M,Male,7665,1036,2
6597,17591,1,90000,S,Male,16790,806,4
6598,20563,0,80000,M,Male,17885,3423,3
6599,7034,1,70000,W,Female,9125,1584,1
6600,9782,1,40000,S,Male,7300,360,3
6601,12673,1,40000,M,Female,17155,10582,1
6602,10678,1,10000,S,Male,13140,1481,0
6603,13318,1,50000,S,Female,17885,10433,3
6604,8307,1,40000,M,Male,6570,0,1
6605,36554,0,90000,S,Female,11315,2155,3
6606,8369,0,10000,M,Male,9855,370,1
6607,20415,0,70000,S,Female,18615,10382,5
6608,17552,1,100000,S,Female,13870,7203,1
6609,10758,1,100000,M,Female,8030,97,0
6610,61866,1,40000,M,Male,21170,11688,1
6611,27567,1,70000,M,Male,17520,4626,6
6612,8092,1,10000,S,Male,9490,2545,0
6613,18443,0,60000,M,Female,14600,6565,2
6614,16623,0,50000,M,Male,7300,462,0
6615,7567,1,70000,S,Female,22995,4296,1
6616,9775,0,10000,M,Female,12045,1369,0
6617,22986,1,20000,S,Male,13870,1757,1
6618,19983,0,70000,M,Female,12045,2390,1
6619,7425,1,40000,S,Female,7300,425,0
6620,9313,1,70000,M,Male,13870,5132,2
6621,26793,1,80000,S,Male,12775,699,1
6622,8307,0,50000,S,Male,11315,1609,1
6623,11870,0,5000,M,Female,10220,1814,1
6624,16492,1,20000,S,Male,13505,3282,1
6625,11727,0,20000,S,Female,9855,3107,1
6626,15503,1,40000,M,Female,8395,1283,2
6627,13258,1,5000,W,Female,13140,1465,1
6628,15513,1,80000,M,Male,14235,4611,3
6629,14226,0,5000,D,Female,14235,5493,2
6630,9614,0,20000,S,Male,10950,3941,1
6631,12897,0,60000,D,Female,8395,417,1
6632,12234,1,20000,S,Female,9490,1268,3
6633,6519,0,90000,M,Male,22265,6806,3
6634,6224,1,30000,M,Female,12775,3865,1
6635,13746,1,70000,M,Female,13140,5931,0
6636,10372,1,10000,D,Female,15330,804,2
6637,8302,0,30000,M,Female,10950,2724,2
6638,66819,1,30000,M,Female,18250,2784,0
6639,13633,1,30000,M,Female,18615,7076,1
6640,24476,1,90000,M,Female,6570,0,3
6641,7662,0,80000,D,Male,8030,356,5
6642,37391,1,70000,S,Male,17885,2717,0
6643,10779,1,30000,S,Female,13870,5311,1
6644,15081,1,50000,M,Male,7665,503,3
6645,11216,1,10000,S,Female,9855,2381,1
6646,7219,0,20000,S,Female,14235,7639,1
6647,7999,0,100000,D,Male,18250,2223,4
6648,14679,0,100000,S,Male,15330,4185,2
6649,16213,1,30000,S,Female,12045,3201,1
6650,21940,1,40000,M,Female,9490,2068,0
6651,20134,1,40000,M,Female,16425,4251,2
6652,8498,0,60000,S,Female,19345,3212,0
6653,4684,1,80000,S,Female,17155,10560,4
6654,31877,1,60000,S,Female,15695,8936,1
6655,6284,1,50000,M,Female,9125,2289,2
6656,11377,1,30000,D,Male,13140,3280,1
6657,15112,1,70000,S,Male,6935,217,5
6658,14791,1,20000,S,Female,17520,10278,1
6659,9204,1,80000,S,Male,14965,6127,0
6660,5826,1,100000,S,Male,19345,3978,0
6661,21794,0,70000,W,Male,17520,3276,0
6662,16159,0,50000,M,Female,16425,7513,3
6663,11083,1,100000,M,Male,14600,4470,2
6664,12322,0,70000,M,Female,18980,9304,1
6665,14880,1,20000,M,Female,21900,14882,6
6666,16453,1,30000,S,Female,15695,1893,0
6667,7123,1,50000,M,Male,12775,2590,2
6668,18069,0,60000,M,Male,16790,3288,3
6669,7536,1,100000,S,Male,16790,4008,1
6670,44290,0,5000,M,Female,10950,302,1
6671,29936,0,60000,M,Female,17155,5524,1
6672,9219,1,5000,S,Male,15330,1536,0
6673,10740,1,10000,D,Female,10220,807,2
6674,6274,0,30000,M,Female,8030,992,3
6675,8683,1,30000,D,Female,22630,1901,0
6676,7981,1,30000,M,Female,16425,3803,1
6677,13885,0,30000,M,Female,12775,3942,1
6678,3892,1,20000,S,Female,15695,2096,4
6679,10017,1,10000,S,Female,21900,4326,1
6680,4452,0,100000,M,Male,15695,7402,3
6681,39497,1,80000,M,Female,19345,9057,4
6682,16593,1,60000,M,Male,15330,6222,1
6683,8261,0,5000,S,Male,6570,0,1
6684,9017,1,80000,M,Male,10220,256,5
6685,28299,1,70000,M,Female,17885,638,0
6686,14365,1,60000,M,Male,19345,12169,2
6687,9470,1,50000,S,Male,17520,8099,0
6688,14100,1,90000,W,Male,13505,2038,4
6689,13732,0,30000,M,Male,22265,4041,0
6690,6776,1,70000,M,Female,17520,577,3
6691,10478,1,100000,S,Male,18250,3514,3
6692,29859,1,70000,S,Female,11680,3678,1
6693,22703,1,20000,M,Male,14965,7977,1
6694,12875,1,20000,S,Male,7300,234,2
6695,16157,0,20000,M,Male,13140,1317,2
6696,16255,1,70000,S,Female,9490,497,0
6697,13163,1,90000,M,Male,22995,15784,3
6698,22383,0,40000,S,Female,6935,75,2
6699,15330,1,80000,M,Female,11680,1198,1
6700,8491,1,20000,M,Female,21535,2990,1
6701,9571,0,50000,S,Male,11680,3103,1
6702,4558,0,10000,S,Male,9490,606,0
6703,12909,1,100000,D,Male,13505,3673,2
6704,13314,1,80000,M,Female,16425,9503,0
6705,14211,0,5000,D,Male,11680,4377,6
6706,7465,0,20000,M,Female,18615,376,2
6707,55776,1,60000,M,Female,6935,74,2
6708,9922,0,90000,M,Male,21535,3381,3
6709,26064,1,30000,S,Male,13140,4915,2
6710,16766,1,50000,M,Male,21900,7867,0
6711,4652,0,50000,M,Male,10220,1606,0
6712,17978,0,40000,S,Male,21535,6191,3
6713,11194,0,100000,M,Female,17885,9270,0
6714,6613,1,70000,M,Female,22630,6532,0
6715,11288,1,100000,D,Male,7665,874,1
6716,17245,1,40000,S,Female,15695,1223,2
6717,11803,1,5000,M,Male,9855,2107,6
6718,14220,0,20000,S,Female,11315,2477,0
6719,6745,0,60000,S,Female,8395,1116,0
6720,9768,0,90000,M,Female,22995,4835,1
6721,25767,1,20000,S,Male,21170,6039,3
6722,14299,0,20000,M,Male,14600,7581,1
6723,15339,0,90000,M,Female,13505,6240,1
6724,8818,0,80000,D,Male,9125,2126,0
6725,15585,0,90000,S,Female,9855,2142,3
6726,34983,1,80000,M,Female,18615,4340,2
6727,14082,1,50000,S,Female,9855,3005,1
6728,9616,1,100000,D,Male,8395,285,3
6729,6916,1,10000,M,Female,13505,3280,0
6730,39745,0,30000,S,Male,15330,7271,1
6731,8069,0,70000,M,Male,11315,1515,1
6732,10538,0,5000,D,Female,6570,0,1
6733,15534,1,20000,M,Female,20075,605,1
6734,19668,1,40000,S,Male,8395,213,0
6735,5940,0,70000,M,Female,18250,5675,3
6736,13458,1,70000,M,Male,11315,4006,2
6737,10045,1,30000,W,Female,11680,2667,2
6738,14051,1,80000,M,Male,9855,2521,3
6739,8061,0,100000,M,Male,22630,8073,0
6740,19099,1,20000,M,Female,12775,2691,5
6741,9955,1,5000,S,Male,8395,447,3
6742,14182,1,10000,M,Female,6570,0,5
6743,7505,1,50000,W,Female,6935,198,0
6744,14296,0,70000,S,Female,18980,2184,1
6745,16124,1,70000,M,Male,14965,4052,1
6746,4624,0,80000,S,Female,14965,251,1
6747,8761,1,30000,D,Female,8395,1588,1
6748,11563,0,10000,S,Female,10950,642,1
6749,13731,1,10000,S,Male,13140,410,2
6750,6253,0,90000,S,Female,19345,1436,2
6751,16254,1,50000,W,Male,21900,9036,1
6752,12097,0,10000,D,Male,21170,102,0
6753,16275,1,50000,M,Male,18980,3079,0
6754,13256,1,20000,M,Female,14235,6006,3
6755,7705,0,80000,M,Female,7665,544,3
6756,8619,1,80000,S,Male,14235,797,1
6757,15971,0,50000,M,Female,6570,0,3
6758,13671,1,80000,S,Female,11315,1419,0
6759,17465,1,80000,S,Male,21170,9710,1
6760,9877,1,20000,M,Female,14965,7812,2
6761,10220,0,50000,S,Male,18250,449,0
6762,4891,0,20000,S,Male,15695,5320,1
6763,22112,0,100000,S,Male,21535,1630,1
6764,16115,1,30000,M,Female,20440,12866,1
6765,18176,1,40000,M,Male,13140,5342,3
6766,33294,1,20000,S,Female,7300,373,0
6767,6884,1,30000,M,Female,17155,4838,2
6768,7871,1,80000,M,Female,16425,8788,1
6769,9828,1,60000,M,Female,14965,1695,1
6770,13473,1,100000,S,Female,21535,1492,2
6771,11965,1,100000,W,Male,13140,5774,0
6772,10108,0,5000,M,Female,20075,12035,0
6773,20185,0,20000,D,Male,11315,2782,3
6774,6274,1,10000,M,Male,20075,5106,1
6775,28326,1,70000,S,Female,9855,3025,3
6776,10103,1,50000,D,Female,16425,9369,0
6777,7934,1,70000,S,Female,20805,13436,1
6778,3995,0,40000,S,Female,21900,9442,0
6779,9605,0,80000,S,Female,11315,2283,2
6780,8415,1,60000,S,Male,9490,2144,0
6781,14433,0,40000,M,Male,10950,1729,3
6782,21431,1,90000,S,Female,18980,8328,1
6783,6537,1,60000,D,Male,9125,6,3
6784,11290,0,30000,M,Female,8395,1426,1
6785,5362,0,10000,W,Female,14965,5927,3
6786,7790,0,60000,S,Male,14965,3140,2
6787,4428,1,70000,S,Male,22630,8794,0
6788,32467,1,80000,M,Female,11680,2235,3
6789,15467,1,5000,S,Female,6570,0,0
6790,7754,0,40000,S,Male,8395,1595,1
6791,7479,1,10000,M,Female,10950,3212,0
6792,5935,0,30000,S,Female,22995,8529,3
6793,10830,0,10000,S,Female,7665,133,2
6794,5943,0,60000,S,Female,12775,5460,1
6795,6543,1,100000,M,Female,22630,3863,1
6796,11614,1,20000,M,Male,14235,2789,1
6797,6131,1,20000,S,Female,8030,470,3
6798,17601,1,90000,S,Female,7300,234,1
6799,4630,0,60000,S,Female,18615,3738,0
6800,9452,0,20000,M,Male,18980,1243,1
6801,5804,1,40000,M,Female,15330,3888,0
6802,16687,0,50000,D,Female,17885,9945,5
6803,13357,1,60000,M,Female,8395,968,1
6804,6189,1,10000,W,Female,13140,5276,3
6805,27132,1,10000,M,Male,20805,2199,4
6806,11819,0,70000,M,Male,13505,6902,1
6807,11807,1,90000,S,Female,9490,314,1
6808,9944,0,10000,M,Male,6935,114,3
6809,8325,1,50000,M,Male,19345,10920,1
6810,21205,1,80000,W,Female,7300,472,0
6811,8990,1,20000,M,Male,6570,0,3
6812,21049,1,30000,M,Female,13505,4562,1
6813,7676,1,40000,M,Male,22995,15262,0
6814,22655,1,50000,M,Male,8395,1342,1
6815,9697,0,80000,M,Male,17155,3861,0
6816,19720,1,20000,M,Female,16425,9645,3
6817,10457,1,70000,M,Female,16790,1643,4
6818,10062,1,50000,M,Female,12045,4882,4
6819,11176,0,100000,S,Female,12775,5542,2
6820,17469,0,30000,S,Male,7300,551,1
6821,11621,1,50000,M,Female,11315,176,2
6822,24626,0,100000,M,Male,13140,5145,3
6823,10618,1,50000,D,Female,20440,2801,1
6824,9806,1,20000,S,Male,14965,6667,0
6825,15566,1,100000,M,Female,7665,948,1
6826,10490,1,80000,S,Male,22265,3184,1
6827,14844,0,10000,S,Female,6935,78,1
6828,8675,0,20000,S,Male,8030,798,1
6829,5890,1,30000,D,Female,18250,4699,0
6830,6223,1,80000,D,Female,21900,3294,1
6831,34651,1,50000,S,Female,6935,291,0
6832,12520,0,60000,M,Female,6935,153,3
6833,8561,0,30000,M,Female,22630,8425,0
6834,6671,0,100000,D,Male,14235,6869,4
6835,7084,1,40000,S,Male,21535,9652,4
6836,23092,0,100000,M,Female,21535,4494,4
6837,18080,1,30000,S,Female,19345,3693,3
6838,16164,1,50000,M,Male,9490,1805,1
6839,8572,0,70000,M,Female,15695,7305,1
6840,9077,0,50000,S,Male,20440,5367,0
6841,8583,0,30000,M,Male,18615,3275,3
6842,12673,0,90000,M,Male,18250,10303,0
6843,7610,1,5000,M,Female,9855,2621,2
6844,10968,1,40000,M,Female,10950,4086,3
6845,10100,1,20000,M,Male,22630,2180,1
6846,9263,1,30000,M,Male,9855,1359,1
6847,10733,0,90000,S,Male,11680,1031,2
6848,9723,0,50000,S,Female,22995,7533,1
6849,6850,1,100000,M,Male,7300,93,1
6850,35004,1,50000,M,Male,10950,114,3
6851,6303,1,5000,M,Female,11315,1616,3
6852,10888,1,60000,M,Female,15695,4162,4
6853,15246,1,30000,M,Male,22630,13856,0
6854,23040,0,90000,M,Female,16425,8089,2
6855,39274,1,20000,W,Male,8395,1358,2
6856,10360,1,100000,W,Female,16425,3066,1
6857,8590,0,10000,S,Female,17155,1237,3
6858,13307,0,30000,W,Female,17885,2506,3
6859,8312,1,10000,M,Female,11315,2479,2
6860,8942,0,40000,M,Female,6935,330,1
6861,9842,0,5000,M,Female,14235,5874,1
6862,8660,1,10000,S,Male,9855,2253,0
6863,8992,1,100000,M,Male,15695,1211,0
6864,12880,1,20000,S,Male,21535,932,2
6865,21080,0,5000,S,Female,13870,6353,1
6866,13268,0,30000,D,Male,8395,1605,3
6867,24551,1,90000,M,Male,14965,145,1
6868,3727,0,10000,M,Female,7665,909,1
6869,13110,1,30000,S,Male,13140,4718,3
6870,9700,1,80000,M,Male,18980,7303,3
6871,19685,0,90000,M,Male,21170,3513,0
6872,19069,1,5000,M,Female,17885,4600,1
6873,7541,1,60000,M,Female,18615,6077,0
6874,10326,1,60000,W,Female,15330,8736,2
6875,7744,1,5000,S,Male,18615,11730,4
6876,22562,0,80000,M,Female,15330,8025,0
6877,14999,0,90000,M,Male,11680,2231,3
6878,11421,0,100000,M,Male,8030,1234,3
6879,35570,1,50000,S,Male,15330,2067,0
6880,11836,1,50000,M,Male,9125,2343,2
6881,26188,1,80000,D,Female,14600,7685,1
6882,10805,1,100000,M,Female,15330,3881,0
6883,9602,1,90000,D,Female,14600,7439,6
6884,8001,1,40000,D,Male,20075,4645,3
6885,11057,1,10000,S,Male,15330,7086,3
6886,15148,0,50000,M,Female,7665,400,0
6887,22708,0,60000,M,Male,8395,803,2
6888,7021,0,100000,S,Female,6935,323,2
6889,12249,1,20000,W,Female,15695,3751,3
6890,9645,0,80000,M,Female,14600,3160,4
6891,5587,1,90000,W,Female,18980,6247,0
6892,11389,0,20000,M,Female,20075,8847,3
6893,7026,1,100000,M,Male,6935,262,1
6894,5026,0,80000,W,Male,17520,3490,0
6895,19437,1,70000,D,Female,20075,11666,2
6896,9895,1,50000,M,Male,13870,2189,1
6897,12999,1,20000,S,Male,14235,588,0
6898,14007,1,60000,S,Female,11315,4670,2
6899,10426,1,50000,S,Female,14965,1297,4
6900,10342,1,5000,M,Female,8395,1196,1
6901,11675,1,100000,M,Male,20440,8621,4
6902,13326,1,5000,M,Male,17155,10273,1
6903,9230,0,100000,D,Male,19345,11247,0
6904,7143,1,40000,S,Male,6570,0,1
6905,9844,1,10000,M,Female,22630,6350,1
6906,10421,1,40000,D,Female,6570,0,1
6907,16779,0,50000,S,Female,10950,3093,0
6908,15836,0,5000,D,Male,18980,8036,3
6909,13494,0,5000,M,Male,17155,7895,1
6910,17195,1,60000,M,Female,9490,1646,2
6911,7279,1,30000,M,Female,12045,656,2
6912,10422,1,40000,M,Male,18250,9341,5
6913,11301,0,70000,M,Male,22265,10321,2
6914,9360,0,5000,S,Female,13870,760,0
6915,15280,1,60000,S,Male,10220,3648,1
6916,10938,0,5000,S,Female,11315,2831,4
6917,31066,0,60000,M,Male,15695,7530,1
6918,10546,0,20000,M,Female,19345,3762,0
6919,9485,1,5000,S,Male,13870,2628,0
6920,14126,1,80000,M,Female,20805,10875,0
6921,8481,0,50000,M,Male,10220,346,0
6922,11738,0,50000,S,Male,11315,2419,2
6923,50565,1,80000,S,Male,22265,7486,0
